momento,gesture,ch0,ch1,ch2,ch3
55108,hand_flex_curl,-0.04611237833065118,-0.03350357292030248,0.12260725601855782,-0.2958588410216681
21454,hand_flex_curl,-0.0325618663981857,0.06805512204020281,-0.026696820561056045,-0.12401351306929533
33097,hand_flex_curl,0.02669809014009239,-0.22479014088116045,0.28761818008327195,0.1181976336956847
32147,hand_open,-0.021350895580481092,0.06727102473975033,0.1916605266963249,-0.06998652233172598
66101,hand_open,-0.04173406144570102,-0.4344939481259158,-0.02358535575266873,-0.2176997438484497
38849,hand_open,-0.1128868766436998,0.11988395359954862,0.0426240183835036,-0.04356346515151222
89355,hand_flex_curl,-0.08953967978820898,-0.08893925206170182,0.09880154992853084,-0.10325714531352326
5808,hand_flex_curl,0.06290013557400198,-0.04422157986557906,-0.03117858902989978,0.09020808204941756
114608,hand_open,-0.28109965320149144,-0.1789837797410485,-0.00036692265998450324,-0.2122985619606257
14185,hand_open,0.015893496925208028,-0.2593296269656861,-0.2399693870424248,-0.3045586379716283
52049,hand_flex_curl,0.014077425264996448,-0.03958032699871572,0.166665519008665,-0.0385908882870839
116812,hand_open,-0.15239045311103705,0.16269566620374046,0.06386224956052411,-0.5136053647694385
77171,hand_flex_curl,-0.007400893801148167,-0.08681314207391178,0.08073183855796362,-0.028085640088093663
300,hand_open,-0.056430236789571486,-0.44216905439374604,0.04815146724796748,-0.2101959951348976
39995,hand_flex_curl,0.0011904338253116984,-0.214295300090638,-0.08436171688327654,-0.23495141212079496
29258,hand_flex_curl,-0.0646588092677074,0.20619798758413133,0.11207273922029493,-0.15049978632964678
119537,hand_flex_curl,-0.0014292093659746818,-0.029598165212296745,0.07828535958912798,-0.2601708351349963
44302,hand_open,-0.18305244681792726,0.19134839101725445,-0.043906772133170624,0.0016651115510852856
54332,hand_open,0.026344518666385985,0.10676841837021532,0.22427729516024894,0.0754471273348769
25089,hand_flex_curl,-0.004407015868244879,0.003113771010432087,0.0865907966353292,0.11878680756267013
37907,hand_flex_curl,-0.057162634842161664,0.09670483109486283,0.2547003973191919,-0.1595131350371537
75158,hand_flex_curl,-0.06880523836799958,0.06266897673793359,0.07901428637477538,-0.04087804606682621
37676,hand_flex_curl,0.0074445162556862066,0.009205603883101654,0.05707172108369751,0.0991367212094929
94681,hand_open,-0.030458804905464487,-0.008864823133289845,0.0049047624200291295,0.17201854001196892
53954,hand_flex_curl,0.013296812920549073,0.0017808055996288985,0.06907983076306756,-0.011144994930078478
63738,hand_flex_curl,-0.06548074814805926,-0.23226017554734654,0.2491424535419824,0.048084679203685976
812,hand_open,-0.07415243292757967,-0.2233486081519026,0.04024935001567198,-0.08555158558572384
44179,hand_open,-0.02021441584368333,-0.06542839608372497,-0.0003728249011624163,0.003990198978912618
87652,hand_flex_curl,-0.09018942476906344,-0.08596571383766337,-0.32508265596918384,-0.355185867918856
4676,hand_open,-0.03836365285253707,0.2997015906620029,0.07816829847239126,-0.1451744637379927
83744,hand_flex_curl,-0.16932744506728906,-0.08123097244654676,0.0629857667453988,0.06710639772017002
68465,hand_open,-0.01839834418347175,-0.27586503272855256,0.03854458602171373,-0.2006756534646199
76048,hand_flex_curl,-0.04537998027804002,-0.18699061948210105,0.14677398252739393,-0.06939861278634596
1621,hand_flex_curl,0.2306537283997032,-0.34381007957079146,0.046325707309825104,-0.5121766813580872
70431,hand_open,0.008477679652785453,-0.2393894294636523,0.04353984947317047,-0.21606118305100264
42666,hand_open,-0.08485141388410089,0.002257295497608336,0.15261425017435615,-0.13805127582693022
71098,hand_flex_curl,-0.2259149522850834,0.04211054867209985,0.16452792399486693,0.09330061269023404
73751,hand_flex_curl,-0.06973967726270924,0.07546182577056526,0.10039318763321757,-0.2263742543663283
773,hand_open,-0.10972539664864966,-0.2955036543457801,0.07966746773195355,-0.14588880544367122
61280,hand_flex_curl,-0.2291430139212885,0.04367874327297705,-0.12357423986511752,0.07405637357161643
8921,hand_open,0.06294375802853991,-0.1018889205543555,0.103287253224831,-0.2957867746903148
1124,hand_flex_curl,-0.16645065898606282,0.4370422643523688,0.0996199940387248,-0.06789912736524106
35421,hand_flex_curl,-0.43319737668335145,-0.4388366408668406,0.43045635145090455,0.25315385023857284
34672,hand_open,0.03386365227851762,-0.018871110990485662,0.0480904774224451,-0.19903582834559608
64216,hand_open,0.033546815503417315,0.1817160572572092,-0.06469053073935704,-0.1812506163567872
33174,hand_flex_curl,-0.002779209538163796,0.3130885441876852,0.15062519489690573,-0.10268820059220872
61052,hand_open,-0.04465676590009871,0.060621276480250515,-0.023005952410229517,0.0012213346684406545
97445,hand_flex_curl,0.01767053796816942,-0.17541010550629266,0.002880293695511682,-0.10923359353073536
70761,hand_open,-0.010725384021109341,-0.11802926190809382,0.009403253905568176,0.023478452166923125
65907,hand_flex_curl,-0.06268202330129136,0.16113953463822406,-0.0909525528668853,0.005560486409799782
64610,hand_open,-0.08680753658258566,0.06889048724113134,0.0015709798605776368,-0.2434160452526065
108757,hand_open,-0.04304043916333133,-0.1319590520263917,-0.0010889634975889126,-0.14906225266710293
67966,hand_flex_curl,-0.0682014117603793,-0.02808727002956235,0.0497086752124658,-0.08659970819456841
76168,hand_open,0.04897309298128616,-0.132821559056855,0.08824637528612955,0.09034462878253137
61031,hand_open,0.03914426519696357,-0.14052983867198274,-0.019169495643655558,-0.23874690557289224
17793,hand_flex_curl,0.2486376592650121,-0.06662866810520096,0.34081311241900897,-0.22025873077283156
60333,hand_open,-0.04391977601017882,-0.03980349315345609,0.15691403287352013,-0.15506778028113832
38728,hand_open,0.005906250753366482,-0.2773246600108929,0.15884603315289092,-0.2933870922878944
119259,hand_flex_curl,0.024833804188002958,0.12194371689260652,0.1841184461759866,-0.016873636113075352
14143,hand_open,-0.05872385953108782,0.03440528481582605,0.29270787939359244,-0.0375339154270008
37652,hand_flex_curl,-0.1270963172316686,-0.1931518148082744,0.15278639887543322,-0.20784056398858972
55234,hand_flex_curl,-0.10047514036671767,0.11043256537035684,0.11795333884865512,-0.00011378894426350428
9672,hand_flex_curl,-0.03747513233099886,-0.15916119683404484,0.16311335352554754,-0.18099143042819146
49943,hand_flex_curl,-0.009749618590505715,0.07431583740837833,0.2205588832172636,-0.1325046969547652
4597,hand_open,0.07617972910455961,-0.4934640966370109,-0.17122008178539605,-0.5470959797101699
108703,hand_open,-0.15025984059437958,0.20158387654688487,0.12098905822855956,-0.05284737868203582
108177,hand_open,-0.06542105426288836,0.025026274798937376,0.18583304723857896,-0.14341705670988025
37349,hand_flex_curl,0.02134859966181613,-0.03168507033499901,0.2143143120495259,-0.2075497700199077
34481,hand_open,-0.14549810529312202,0.05255110580338807,0.15841516954679058,0.1933312092730408
23972,hand_flex_curl,0.032040692862332465,-0.10782996548466972,0.11687126129909807,0.056749075148726284
57588,hand_flex_curl,-0.14005448214980665,0.2848067577124127,0.2347557406673244,0.01607458485999991
39112,hand_flex_curl,-0.1568927496036482,0.11790561579535574,0.3265228028169407,-0.3133090077857055
95288,hand_flex_curl,-0.08649758756345892,-0.05594081874836798,0.2687437964985746,-0.3230164690531969
642,hand_open,-0.018111354350910047,0.04277099985977295,-0.007113184327970591,-0.17633114099968128
56298,hand_open,-0.06792130968383292,0.2750387148041995,-0.15196795476523914,-0.3596008789563793
50508,hand_open,0.0011812501506629491,0.0018109631881411128,0.056333940936271976,0.13171449595289952
27706,hand_flex_curl,0.03426314212539538,0.16827180431345234,-0.1615797545257921,0.2438067206279113
17594,hand_flex_curl,0.09477896617077143,-0.18595319843845093,-0.1809332033528648,-0.2843497214699632
12833,hand_open,0.0026139033946399604,-0.025216267606407602,-0.00984887311460658,0.07875459264821139
39188,hand_flex_curl,-0.03520906061337703,0.12454028526064075,-0.13532756946692492,0.15853581443802822
119581,hand_flex_curl,0.004310587284509726,-0.10016692225220047,0.0833022645915702,0.004578108524298186
117981,hand_flex_curl,-0.07623483115237993,-0.21703964064218706,0.0003708574874363713,-0.21584498405691374
107194,hand_flex_curl,-0.04714324580909601,-0.2635727996646221,-0.024877946570947662,-0.044660896302874176
2782,hand_open,0.05193482805289218,-0.2260808856680221,0.11471792697550565,-0.18563781231904086
65736,hand_flex_curl,-0.12757846015028218,-0.07107088088807323,0.19114309688626466,-0.0869600398514272
101715,hand_flex_curl,-0.10946136600272582,0.04226435237333637,0.09580616253001506,0.2266561980837889
110645,hand_open,-0.01742946650884181,-0.018222722838159733,0.08636060922932988,-0.10769364981832297
59943,hand_flex_curl,-0.052876154703564986,-0.10413264513717567,0.10781132108879833,0.0202202953960946
99747,hand_flex_curl,-0.1609404542015821,-0.18671920118580695,0.06683304428745873,-0.06168751532990345
62772,hand_open,-0.027891967843375443,0.04502377171910021,0.04615060748817923,-0.16411779431511894
66439,hand_open,-0.07641620872655752,0.021253560480272604,0.17999081217788634,-0.16127812799486474
94618,hand_open,-0.05732105322972225,-0.08667140140806362,0.2364693580230561,-0.5965625624258922
118186,hand_open,-0.07791773953032323,-0.2331920450313001,-0.058986998346395536,-0.4345688284037348
82079,hand_flex_curl,-0.08339120961620837,-0.20073946406947685,0.06549421924662213,-0.19507976604994914
34412,hand_open,-0.059401155535857675,-0.21645458342568455,0.07558705166329416,-0.17736788471409914
67481,hand_flex_curl,-0.15161443260387752,0.02730618848792288,-0.02014828397256652,0.3087397495126085
55421,hand_flex_curl,-0.2645759266040435,0.10704888394305744,0.2368569385271677,0.16068642548467404
71498,hand_flex_curl,0.22818102400267404,0.3722004333645459,0.10155101061123496,-0.05772260278304087
49571,hand_flex_curl,-0.07862947431496126,-0.03231234817537465,0.10585079331039893,-0.27561325919352364
30548,hand_open,-0.01145778207369963,-0.04822047609783808,0.14799771386525107,-0.044620438011566683
43134,hand_flex_curl,-0.13867693095370215,-0.020324706755131868,0.04114353955435779,-0.14927718733959772
81422,hand_flex_curl,-0.0885891694628872,-0.04448696664416518,-0.17766041061893126,-0.27516063205966346
61428,hand_flex_curl,-0.1449034623601193,0.2301220025241817,-0.2260794461336979,0.13145657434590352
86583,hand_open,-0.1666297406415861,-0.29020195029122986,0.2254990590843757,-0.03997279179911739
84308,hand_open,-0.03694247920184235,-0.1639803794729352,0.10114473967673354,0.08022247002923599
12021,hand_flex_curl,0.023137120298081012,0.3918511180172166,0.22094744742824046,-0.06939229117833567
34027,hand_flex_curl,-0.06348789075101025,-0.1610460461139982,0.1729455036234746,-0.053455517373046664
66737,hand_open,-0.06375651323424293,-0.13863292635669575,0.3047710766573206,-0.16476259833262066
101609,hand_flex_curl,-0.19326469301847385,-0.2716369388238589,-0.2569609556908913,-0.7636236974326617
49317,hand_flex_curl,-0.13801800229820926,-0.07641782132532315,0.7259068055791873,0.20066048160537095
52637,hand_open,0.02694145751804333,0.022954448470518415,-0.06764066762218024,-0.03598385714176722
68059,hand_flex_curl,-0.04665651105313184,-0.2483582962772117,0.1456092736013288,-0.38617186176413343
51042,hand_open,0.010892986083287592,-0.10097212986458948,0.05535515260736101,-0.13739509291500185
114969,hand_open,-0.10257590594080536,-0.16406180496181388,0.0702022402939999,-0.21856706846807927
77981,hand_flex_curl,-0.052793501631808286,-0.1000342288629006,0.04071267594826189,-0.2246396051270978
111442,hand_flex_curl,-0.12866442967659975,-0.024884534133102883,-0.006400980559004954,-0.05837119976535333
115770,hand_flex_curl,-0.06048712506213338,0.013032601861027835,0.012011060799972384,0.0296812139510223
35472,hand_flex_curl,0.05698125726801528,0.16883876697684475,-0.3771669832563396,-0.18556574598768166
76139,hand_open,-0.12230243906916595,-0.038729883003640775,0.04811113526657418,-0.148106425535254
11696,hand_flex_curl,0.049983297191737115,0.15861836024142928,0.09442011955972407,-0.3256500509521661
21934,hand_flex_curl,-0.08865575110405266,-0.18912879250526596,0.06914573912289823,-0.1728163269434505
77960,hand_flex_curl,-0.13705371646091935,-0.12596975495449636,0.07632286439698466,-0.09441448002247343
105476,hand_flex_curl,-0.1285725929301732,-0.0325294828124072,0.029863372953770062,-0.05304334853047665
25122,hand_flex_curl,0.005633036432814764,-0.16070224960529145,0.00034036257467295883,-0.17782430481277578
94935,hand_open,-0.09612207858698683,-0.0768159014932367,0.1496995267386314,-0.12246598342728432
58423,hand_open,-0.0976534563333432,-0.2792547456735186,-2.459267158338996e-05,0.02747497275386035
80144,hand_open,-0.16162463796231508,0.2998041264628317,0.10583505400059123,-0.11379020858776577
63300,hand_flex_curl,0.16247642378525762,-0.1749094895375639,0.017882807066545547,-0.3429535564102455
75394,hand_flex_curl,0.04380498007715628,0.13958590615264074,-0.3056328038695081,-0.2011169017040592
112747,hand_open,-0.06794656478909389,-0.07830267060524898,0.04601288852732209,-0.03161183303876258
92099,hand_open,-0.07055702430571054,0.1279601557940504,0.08969340808194315,0.30646776359209205
71202,hand_flex_curl,0.04142640834520783,0.04899552612175606,0.21331388216962052,-0.02050856072159424
65613,hand_flex_curl,-0.06371748261705545,0.0066723664508909755,-0.04128912817011432,-0.2189021136928565
103468,hand_flex_curl,-0.08711059784572818,0.1507291350954616,-0.09495919092077444,-0.190356260541284
20776,hand_open,0.01714477259501801,-0.3048464752564488,-0.010909309113155794,-0.11886519550206265
45284,hand_flex_curl,-0.12830626636559495,0.0822502989370868,0.04314341560729873,-0.058038683183775586
23161,hand_flex_curl,-0.09011365945326988,0.06328419154293452,0.1707793811106657,-0.2101365720195476
117010,hand_open,-0.2356749025095758,0.0343057647738374,-0.025106166563221063,-0.09097299661920732
106806,hand_open,-0.08677080188403175,-0.1201975925197022,-0.06784921347718065,-0.028236094358839562
36354,hand_open,-0.0948248845440055,-0.24198298207280497,-0.01844548739232077,-0.13761887783873528
103679,hand_flex_curl,0.032610080690053334,-0.06655628989281559,-0.10553797452789147,-0.008253491424107473
41090,hand_open,-0.13745779814510595,-0.034245449596867934,-0.08455747454905149,-0.3410899463674767
40494,hand_open,-0.1648458118425674,-0.009651936192582422,0.16850898567033212,-0.013370200951282718
83298,hand_flex_curl,-0.07057998349234851,-0.0624005742004935,-0.1130702179796136,-0.21052345443007048
